Year,Week,Home,Away,hScore,aScore,Win,hRushYdsScored,hPassYdsScored,hPuntAvgScored,hPenAvgScored,hSackAvgScored,hRushYdsAllowed,hPassYdsAllowed,hPuntAvgAllowed,hPenAvgAllowed,hSackAvgAllowed,hTurnoverDiff,aRushYdsScored,aPassYdsScored,aPuntAvgScored,aPenAvgScored,aSackAvgScored,aRushYdsAllowed,aPassYdsAllowed,aPuntAvgAllowed,aPenAvgAllowed,aSackAvgAllowed,aTurnoverDiff
2009,4,CHI,DET,48,24,1,71.33333333333333,243.66666666666663,42.333333333333336,8.666666666666666,3.0,94.66666666666669,198.66666666666663,45.33333333333334,8.666666666666666,1.6666666666666667,-0.6666666666666666,105.33333333333331,187.0,36.66666666666666,8.0,1.3333333333333333,111.33333333333331,278.6666666666667,35.333333333333336,7.666666666666668,1.6666666666666667,-0.3333333333333333
2009,4,CLE,CIN,20,23,0,71.33333333333333,146.66666666666666,37.333333333333336,9.0,1.6666666666666667,184.3333333333333,228.3333333333333,35.0,10.666666666666666,3.333333333333333,-2.333333333333333,112.33333333333331,187.3333333333333,38.333333333333336,6.666666666666668,3.333333333333333,88.66666666666669,240.0,31.33333333333333,7.333333333333332,2.333333333333333,-0.6666666666666666
2009,4,HOU,OAK,29,6,1,70.66666666666667,262.6666666666667,40.0,8.0,0.3333333333333333,204.66666666666663,231.66666666666663,39.0,8.0,1.3333333333333333,0.0,103.33333333333331,119.66666666666669,43.0,6.666666666666668,1.6666666666666667,155.0,211.0,37.66666666666666,6.333333333333332,2.0,-0.3333333333333333
2009,4,IND,SEA,34,17,1,86.0,322.6666666666667,40.66666666666666,6.333333333333332,2.333333333333333,125.66666666666669,192.3333333333333,40.333333333333336,6.666666666666668,0.6666666666666666,0.3333333333333333,112.0,246.3333333333333,45.66666666666666,8.0,3.0,139.33333333333334,175.33333333333337,42.0,9.0,1.3333333333333333,-1.0
2009,4,JAC,TEN,37,17,1,130.0,202.66666666666663,37.66666666666666,7.333333333333332,1.0,100.0,281.6666666666667,39.333333333333336,8.333333333333334,1.6666666666666667,0.6666666666666666,151.0,200.66666666666663,39.0,6.0,2.0,60.66666666666666,274.6666666666667,40.333333333333336,8.0,1.3333333333333333,-1.0
2009,4,KC,NYG,16,27,0,100.33333333333331,164.0,44.0,7.0,1.0,119.33333333333331,243.0,37.0,6.666666666666668,2.6666666666666665,-0.3333333333333333,142.0,249.66666666666663,41.0,9.666666666666666,1.0,121.33333333333331,124.0,39.0,8.333333333333334,0.3333333333333333,1.6666666666666667
2009,4,NE,BAL,27,21,1,108.0,287.0,36.66666666666666,7.333333333333332,2.0,88.33333333333331,174.0,36.333333333333336,6.666666666666668,0.3333333333333333,0.3333333333333333,156.66666666666666,273.6666666666667,36.333333333333336,8.666666666666666,2.333333333333333,51.0,231.66666666666663,42.0,7.0,1.0,1.0
2009,4,WAS,TB,16,13,1,91.66666666666669,249.66666666666663,40.66666666666666,8.333333333333334,1.3333333333333333,127.66666666666669,198.0,40.333333333333336,7.0,1.6666666666666667,-0.3333333333333333,86.33333333333331,210.0,38.66666666666666,6.0,1.0,187.3333333333333,245.0,40.66666666666666,9.666666666666666,0.6666666666666666,-0.3333333333333333
2009,4,MIA,BUF,38,10,1,161.33333333333334,155.66666666666666,40.66666666666666,5.333333333333333,1.6666666666666667,66.0,264.6666666666667,36.0,6.333333333333332,2.333333333333333,-2.0,132.33333333333334,186.66666666666663,39.0,7.666666666666668,1.6666666666666667,117.33333333333331,273.3333333333333,39.333333333333336,9.0,3.333333333333333,-0.3333333333333333
2009,4,NO,NYJ,24,10,1,170.66666666666666,267.3333333333333,38.0,6.333333333333332,2.333333333333333,69.0,243.3333333333333,40.333333333333336,8.333333333333334,1.3333333333333333,1.3333333333333333,130.0,185.0,38.0,7.333333333333332,1.3333333333333333,82.66666666666667,173.33333333333337,32.333333333333336,6.333333333333332,1.3333333333333333,1.0
